week_no,total_sales_value,num_baskets,num_coupons,num_coupon_match,age,marital_status,income,homeowner,hh_comp,hh_size,kids
49,210.95,6,0,0,1,0,0,0,1,4,2
50,424.46,6,0,0,1,0,0,0,1,4,2
51,107.89,3,0,0,1,0,0,0,1,4,2
52,64.95,4,0,0,1,0,0,0,1,4,2
53,448.72,5,0,0,1,0,0,0,1,4,2
54,180.26,4,0,0,1,0,0,0,1,4,2
55,29.630000000000003,3,1,0,1,0,0,0,1,4,2
57,378.65000000000003,7,0,0,1,0,0,0,1,4,2
58,237.98,6,0,0,1,0,0,0,1,4,2
59,241.02,9,0,0,1,0,0,0,1,4,2
60,159.37,5,0,0,1,0,0,0,1,4,2
61,389.75,9,0,0,1,0,0,0,1,4,2
62,317.82,8,0,0,1,0,0,0,1,4,2
63,263.52,8,0,0,1,0,0,0,1,4,2
64,362.12,7,0,0,1,0,0,0,1,4,2
65,386.2,12,0,0,1,0,0,0,1,4,2
66,47.98,2,0,0,1,0,0,0,1,4,2
67,20.97,1,0,0,1,0,0,0,1,4,2
68,393.97,4,0,0,1,0,0,0,1,4,2
69,127.78,4,0,0,1,0,0,0,1,4,2
70,192.07,6,0,0,1,0,0,0,1,4,2
72,402.38,8,0,0,1,0,0,0,1,4,2
73,413.77,11,0,0,1,0,0,0,1,4,2
74,197.17,7,0,0,1,0,0,0,1,4,2
75,123.44,2,0,0,1,0,0,0,1,4,2
76,76.92,2,0,0,1,0,0,0,1,4,2
77,178.62,8,0,0,1,0,0,0,1,4,2
78,261.45,9,0,0,1,0,0,0,1,4,2
79,186.69,4,0,0,1,0,0,0,1,4,2
80,197.9,4,0,0,1,0,0,0,1,4,2
81,214.97,11,0,0,1,0,0,0,1,4,2
82,160.34,7,0,0,1,0,0,0,1,4,2
83,267.12,8,2,0,1,0,0,0,1,4,2
84,183.4,6,0,0,1,0,0,0,1,4,2
85,279.29,9,0,0,1,0,0,0,1,4,2
86,99.33,3,0,0,1,0,0,0,1,4,2
87,156.59,7,0,0,1,0,0,0,1,4,2
88,61.84,2,0,0,1,0,0,0,1,4,2
89,222.56,7,0,0,1,0,0,0,1,4,2
90,359.03,7,1,0,1,0,0,0,1,4,2
91,100.97,3,0,0,1,0,0,0,1,4,2
92,467.93,6,0,0,1,0,0,0,1,4,2
93,170.8,2,0,0,1,0,0,0,1,4,2
94,348.29,9,0,0,1,0,0,0,1,4,2
95,171.05,5,1,1,1,0,0,0,1,4,2
96,174.39000000000001,5,0,0,1,0,0,0,1,4,2
97,264.83,8,0,0,1,0,0,0,1,4,2
98,318.8,10,0,0,1,0,0,0,1,4,2
99,261.64,7,0,0,1,0,0,0,1,4,2
100,200.12,5,0,0,1,0,0,0,1,4,2
101,240.74,8,0,0,1,0,0,0,1,4,2
102,133.81,6,0,0,1,0,0,0,1,4,2
34,28.66,1,0,0,2,0,0,0,1,3,1
36,55.9,1,0,0,2,0,0,0,1,3,1
37,49.62,1,0,0,2,0,0,0,1,3,1
38,41.18,1,0,0,2,0,0,0,1,3,1
42,78.36,4,0,0,2,0,0,0,1,3,1
43,6.19,1,0,0,2,0,0,0,1,3,1
47,106.15,1,0,0,2,0,0,0,1,3,1
50,62.34,1,0,0,2,0,0,0,1,3,1
51,51.68,1,0,0,2,0,0,0,1,3,1
57,59.010000000000005,1,0,0,2,0,0,0,1,3,1
58,138.53,2,0,0,2,0,0,0,1,3,1
59,70.33,1,0,0,2,0,0,0,1,3,1
60,7.4,1,0,0,2,0,0,0,1,3,1
61,49.24,1,0,0,2,0,0,0,1,3,1
62,9.95,1,0,0,2,0,0,0,1,3,1
63,72.87,2,0,0,2,0,0,0,1,3,1
65,61.37,2,0,0,2,0,0,0,1,3,1
67,7.73,1,0,0,2,0,0,0,1,3,1
68,37.27,1,0,0,2,0,0,0,1,3,1
69,5.19,1,0,0,2,0,0,0,1,3,1
72,35.72,2,0,0,2,0,0,0,1,3,1
73,51.69,1,0,0,2,0,0,0,1,3,1
75,50.65,2,0,0,2,0,0,0,1,3,1
76,83.96000000000001,1,0,0,2,0,0,0,1,3,1
78,73.86,1,0,0,2,0,0,0,1,3,1
80,43.34,1,0,0,2,0,0,0,1,3,1
83,41.65,1,0,0,2,0,0,0,1,3,1
86,57.68,2,0,0,2,0,0,0,1,3,1
87,62.83,1,0,0,2,0,0,0,1,3,1
90,43.4,1,0,0,2,0,0,0,1,3,1
91,52.78,1,0,0,2,0,0,0,1,3,1
92,53.61,1,0,0,2,0,0,0,1,3,1
95,45.7,1,0,0,2,0,0,0,1,3,1
96,57.61,1,0,0,2,0,0,0,1,3,1
97,59.15,1,0,0,2,0,0,0,1,3,1
98,45.34,1,0,0,2,0,0,0,1,3,1
99,150.03,2,0,0,2,0,0,0,1,3,1
102,63.33,1,0,0,2,0,0,0,1,3,1
34,245.39000000000001,6,1,1,5,0,9,0,2,1,3
35,193.14000000000001,4,2,2,5,0,9,0,2,1,3
36,254.38,4,0,0,5,0,9,0,2,1,3
37,130.57,3,1,0,5,0,9,0,2,1,3
38,79.86,4,0,0,5,0,9,0,2,1,3
39,91.92,3,0,0,5,0,9,0,2,1,3
40,172.34,2,0,0,5,0,9,0,2,1,3
41,78.17,3,0,0,5,0,9,0,2,1,3
42,142.20000000000002,3,3,1,5,0,9,0,2,1,3
43,17.31,1,0,0,5,0,9,0,2,1,3
44,145.06,3,0,0,5,0,9,0,2,1,3
45,169.23,3,0,0,5,0,9,0,2,1,3
46,94.35000000000001,2,0,0,5,0,9,0,2,1,3
47,134.59,2,0,0,5,0,9,0,2,1,3
48,19.42,2,0,0,5,0,9,0,2,1,3
49,98.31,5,1,0,5,0,9,0,2,1,3
50,154.46,3,3,3,5,0,9,0,2,1,3
51,161.3,4,0,0,5,0,9,0,2,1,3
52,77.53,1,0,0,5,0,9,0,2,1,3
53,93.2,2,0,0,5,0,9,0,2,1,3
54,79.81,1,0,0,5,0,9,0,2,1,3
55,149.36,5,0,0,5,0,9,0,2,1,3
56,170.72,3,0,0,5,0,9,0,2,1,3
57,109.16,4,0,0,5,0,9,0,2,1,3
58,37.33,1,0,0,5,0,9,0,2,1,3
59,204.84,7,0,0,5,0,9,0,2,1,3
60,241.23000000000002,4,0,0,5,0,9,0,2,1,3
61,13.99,1,0,0,5,0,9,0,2,1,3
62,272.81,4,4,2,5,0,9,0,2,1,3
63,171.56,4,0,0,5,0,9,0,2,1,3
64,28.57,2,0,0,5,0,9,0,2,1,3
65,79.60000000000001,2,0,0,5,0,9,0,2,1,3
67,137.69,1,0,0,5,0,9,0,2,1,3
68,164.78,2,3,3,5,0,9,0,2,1,3
69,90.31,3,0,0,5,0,9,0,2,1,3
70,99.65,1,1,0,5,0,9,0,2,1,3
71,167.08,4,0,0,5,0,9,0,2,1,3
72,177.28,6,0,0,5,0,9,0,2,1,3
73,148.92,2,2,1,5,0,9,0,2,1,3
74,132.84,1,0,0,5,0,9,0,2,1,3
75,79.36,1,1,0,5,0,9,0,2,1,3
76,158.39000000000001,4,0,0,5,0,9,0,2,1,3
77,101.87,2,0,0,5,0,9,0,2,1,3
78,116.21000000000001,2,2,2,5,0,9,0,2,1,3
79,161.35,3,3,0,5,0,9,0,2,1,3
80,121.3,1,1,1,5,0,9,0,2,1,3
81,37.37,2,0,0,5,0,9,0,2,1,3
82,173.6,5,3,3,5,0,9,0,2,1,3
83,213.51,5,4,3,5,0,9,0,2,1,3
84,79.18,2,0,0,5,0,9,0,2,1,3
85,56.55,1,0,0,5,0,9,0,2,1,3
86,159.6,5,3,3,5,0,9,0,2,1,3
87,51.51,1,1,1,5,0,9,0,2,1,3
88,115.8,3,0,0,5,0,9,0,2,1,3
89,188.08,3,1,0,5,0,9,0,2,1,3
90,43.22,1,0,0,5,0,9,0,2,1,3
91,195.70000000000002,3,4,1,5,0,9,0,2,1,3
92,100.75,1,0,0,5,0,9,0,2,1,3
93,45.14,1,0,0,5,0,9,0,2,1,3
94,25.25,1,0,0,5,0,9,0,2,1,3
95,244.87,3,0,0,5,0,9,0,2,1,3
96,90.6,2,0,0,5,0,9,0,2,1,3
97,49.160000000000004,3,0,0,5,0,9,0,2,1,3
98,140.12,1,1,0,5,0,9,0,2,1,3
99,91.69,3,0,0,5,0,9,0,2,1,3
100,47.010000000000005,1,1,0,5,0,9,0,2,1,3
101,54.75,2,0,0,5,0,9,0,2,1,3
102,194.86,3,1,0,5,0,9,0,2,1,3
33,49.97,4,0,0,4,2,2,4,1,2,0
35,9.2,1,0,0,4,2,2,4,1,2,0
36,16.71,2,0,0,4,2,2,4,1,2,0
37,79.53,3,0,0,4,2,2,4,1,2,0
38,27.51,2,0,0,4,2,2,4,1,2,0
39,36.7,2,0,0,4,2,2,4,1,2,0
40,61.43,3,1,0,4,2,2,4,1,2,0
41,27.95,3,0,0,4,2,2,4,1,2,0
42,57.75,7,0,0,4,2,2,4,1,2,0
44,15.209999999999999,3,0,0,4,2,2,4,1,2,0
45,26.9,2,0,0,4,2,2,4,1,2,0
46,50.11,2,1,0,4,2,2,4,1,2,0
47,46.120000000000005,4,1,0,4,2,2,4,1,2,0
48,49.25,3,0,0,4,2,2,4,1,2,0
49,4.79,1,0,0,4,2,2,4,1,2,0
50,12.81,2,0,0,4,2,2,4,1,2,0
51,43.54,5,0,0,4,2,2,4,1,2,0
52,51.97,4,0,0,4,2,2,4,1,2,0
53,21.970000000000002,4,0,0,4,2,2,4,1,2,0
54,25.28,3,0,0,4,2,2,4,1,2,0
55,50.480000000000004,5,0,0,4,2,2,4,1,2,0
56,14.870000000000001,3,0,0,4,2,2,4,1,2,0
57,38.73,3,0,0,4,2,2,4,1,2,0
58,43.68,3,1,1,4,2,2,4,1,2,0
59,16.82,2,0,0,4,2,2,4,1,2,0
61,12.61,1,0,0,4,2,2,4,1,2,0
62,86.37,6,5,0,4,2,2,4,1,2,0
63,30.91,4,0,0,4,2,2,4,1,2,0
64,123.16,3,0,0,4,2,2,4,1,2,0
65,54.55,5,0,0,4,2,2,4,1,2,0
66,82.22,3,0,0,4,2,2,4,1,2,0
67,132.91,8,1,0,4,2,2,4,1,2,0
68,93.22,7,2,0,4,2,2,4,1,2,0
69,44.7,3,0,0,4,2,2,4,1,2,0
70,28.85,2,0,0,4,2,2,4,1,2,0
71,17.810000000000002,2,0,0,4,2,2,4,1,2,0
72,24.47,2,0,0,4,2,2,4,1,2,0
73,9.22,2,0,0,4,2,2,4,1,2,0
74,26.27,4,0,0,4,2,2,4,1,2,0
75,18.51,1,0,0,4,2,2,4,1,2,0
76,55.36,7,1,0,4,2,2,4,1,2,0
77,62.35,4,0,0,4,2,2,4,1,2,0
78,22.84,2,0,0,4,2,2,4,1,2,0
79,45.35,4,0,0,4,2,2,4,1,2,0
80,50.79,8,0,0,4,2,2,4,1,2,0
81,48.9,3,0,0,4,2,2,4,1,2,0
82,12.870000000000001,2,0,0,4,2,2,4,1,2,0
83,32.27,2,0,0,4,2,2,4,1,2,0
84,34.72,3,0,0,4,2,2,4,1,2,0
85,129.0,6,2,0,4,2,2,4,1,2,0
86,20.68,1,0,0,4,2,2,4,1,2,0
87,22.36,2,0,0,4,2,2,4,1,2,0
88,28.26,3,0,0,4,2,2,4,1,2,0
89,347.63,7,1,1,4,2,2,4,1,2,0
90,32.94,2,0,0,4,2,2,4,1,2,0
91,35.68,2,0,0,4,2,2,4,1,2,0
92,44.16,3,0,0,4,2,2,4,1,2,0
93,3.98,1,0,0,4,2,2,4,1,2,0
94,13.64,3,0,0,4,2,2,4,1,2,0
95,78.82000000000001,5,0,0,4,2,2,4,1,2,0
96,17.73,2,0,0,4,2,2,4,1,2,0
97,65.44,5,0,0,4,2,2,4,1,2,0
98,97.45,5,0,0,4,2,2,4,1,2,0
99,42.19,4,0,0,4,2,2,4,1,2,0
100,23.81,3,0,0,4,2,2,4,1,2,0
101,43.67,3,0,0,4,2,2,4,1,2,0
102,15.07,3,0,0,4,2,2,4,1,2,0
33,25.96,2,0,0,4,0,2,0,2,1,3
34,49.33,3,0,0,4,0,2,0,2,1,3
36,4.49,1,0,0,4,0,2,0,2,1,3
37,54.1,3,0,0,4,0,2,0,2,1,3
38,37.9,2,1,0,4,0,2,0,2,1,3
40,21.919999999999998,1,0,0,4,0,2,0,2,1,3
42,37.61,4,0,0,4,0,2,0,2,1,3
43,18.02,1,0,0,4,0,2,0,2,1,3
44,64.83,3,0,0,4,0,2,0,2,1,3
45,45.89,1,0,0,4,0,2,0,2,1,3
46,11.07,1,0,0,4,0,2,0,2,1,3
50,61.410000000000004,1,0,0,4,0,2,0,2,1,3
51,17.59,1,0,0,4,0,2,0,2,1,3
53,13.21,1,0,0,4,0,2,0,2,1,3
54,97.57,2,1,1,4,0,2,0,2,1,3
55,5.01,1,0,0,4,0,2,0,2,1,3
57,12.43,3,0,0,4,0,2,0,2,1,3
59,78.6,3,1,0,4,0,2,0,2,1,3
60,10.11,1,0,0,4,0,2,0,2,1,3
61,16.48,1,0,0,4,0,2,0,2,1,3
62,34.59,3,0,0,4,0,2,0,2,1,3
63,89.18,3,3,2,4,0,2,0,2,1,3
64,24.27,1,0,0,4,0,2,0,2,1,3
65,33.05,4,0,0,4,0,2,0,2,1,3
67,125.60000000000001,4,8,4,4,0,2,0,2,1,3
68,97.31,7,0,0,4,0,2,0,2,1,3
69,61.06,1,1,0,4,0,2,0,2,1,3
70,51.06,4,0,0,4,0,2,0,2,1,3
71,27.6,2,0,0,4,0,2,0,2,1,3
73,48.07,4,0,0,4,0,2,0,2,1,3
75,7.32,1,0,0,4,0,2,0,2,1,3
76,316.23999999999995,5,0,0,4,0,2,0,2,1,3
77,55.410000000000004,3,0,0,4,0,2,0,2,1,3
79,23.97,1,0,0,4,0,2,0,2,1,3
80,48.48,4,0,0,4,0,2,0,2,1,3
81,22.91,1,0,0,4,0,2,0,2,1,3
82,137.35,3,0,0,4,0,2,0,2,1,3
84,18.65,3,0,0,4,0,2,0,2,1,3
85,82.64,4,0,0,4,0,2,0,2,1,3
86,27.56,4,1,0,4,0,2,0,2,1,3
87,68.08,1,0,0,4,0,2,0,2,1,3
88,87.91,3,1,1,4,0,2,0,2,1,3
89,60.56,3,0,0,4,0,2,0,2,1,3
90,11.96,1,0,0,4,0,2,0,2,1,3
91,12.0,1,0,0,4,0,2,0,2,1,3
92,34.93,3,0,0,4,0,2,0,2,1,3
93,4.85,1,0,0,4,0,2,0,2,1,3
94,21.46,2,0,0,4,0,2,0,2,1,3
95,57.83,1,0,0,4,0,2,0,2,1,3
97,13.43,1,0,0,4,0,2,0,2,1,3
98,190.59,6,0,0,4,0,2,0,2,1,3
99,157.46,5,2,2,4,0,2,0,2,1,3
100,29.630000000000003,1,0,0,4,0,2,0,2,1,3
101,57.95,2,0,0,4,0,2,0,2,1,3
102,22.77,1,0,0,4,0,2,0,2,1,3
35,17.630000000000003,2,1,1,3,0,10,0,1,4,2
37,20.93,1,0,0,3,0,10,0,1,4,2
39,19.85,1,0,0,3,0,10,0,1,4,2
42,15.100000000000001,1,0,0,3,0,10,0,1,4,2
43,23.9,1,0,0,3,0,10,0,1,4,2
45,39.59,1,0,0,3,0,10,0,1,4,2
46,24.27,2,1,1,3,0,10,0,1,4,2
47,92.62,4,3,2,3,0,10,0,1,4,2
48,5.59,1,0,0,3,0,10,0,1,4,2
49,42.22,3,2,0,3,0,10,0,1,4,2
51,26.48,1,3,1,3,0,10,0,1,4,2
52,8.86,1,1,0,3,0,10,0,1,4,2
53,38.540000000000006,1,1,1,3,0,10,0,1,4,2
54,10.91,2,0,0,3,0,10,0,1,4,2
55,24.740000000000002,2,4,2,3,0,10,0,1,4,2
56,2.34,1,0,0,3,0,10,0,1,4,2
57,32.77,2,1,0,3,0,10,0,1,4,2
58,10.75,2,0,0,3,0,10,0,1,4,2
59,61.22,3,0,0,3,0,10,0,1,4,2
61,10.89,1,0,0,3,0,10,0,1,4,2
68,29.54,1,0,0,3,0,10,0,1,4,2
70,11.95,1,0,0,3,0,10,0,1,4,2
72,2.0,1,0,0,3,0,10,0,1,4,2
73,21.21,3,0,0,3,0,10,0,1,4,2
74,38.47,3,0,0,3,0,10,0,1,4,2
75,9.49,1,0,0,3,0,10,0,1,4,2
76,11.58,1,1,0,3,0,10,0,1,4,2
78,14.83,1,0,0,3,0,10,0,1,4,2
79,15.09,1,0,0,3,0,10,0,1,4,2
81,52.2,2,1,1,3,0,10,0,1,4,2
83,6.22,1,0,0,3,0,10,0,1,4,2
84,15.18,1,0,0,3,0,10,0,1,4,2
90,2.0,1,0,0,3,0,10,0,1,4,2
91,31.74,1,0,0,3,0,10,0,1,4,2
94,27.55,1,0,0,3,0,10,0,1,4,2
97,11.11,1,0,0,3,0,10,0,1,4,2
98,8.75,1,0,0,3,0,10,0,1,4,2
99,10.0,1,0,0,3,0,10,0,1,4,2
101,4.8,1,0,0,3,0,10,0,1,4,2
102,70.75,3,0,0,3,0,10,0,1,4,2
33,255.3,5,0,0,3,0,6,0,1,4,2
34,89.96,3,2,2,3,0,6,0,1,4,2
35,227.69,4,6,4,3,0,6,0,1,4,2
36,55.07,2,0,0,3,0,6,0,1,4,2
37,232.36,4,3,3,3,0,6,0,1,4,2
38,177.3,5,3,0,3,0,6,0,1,4,2
39,119.07000000000001,4,2,1,3,0,6,0,1,4,2
40,170.95,6,3,2,3,0,6,0,1,4,2
41,344.83,6,6,3,3,0,6,0,1,4,2
42,153.3,4,0,0,3,0,6,0,1,4,2
43,133.27,3,4,2,3,0,6,0,1,4,2
44,94.43,4,1,0,3,0,6,0,1,4,2
45,362.88,5,14,10,3,0,6,0,1,4,2
46,132.18,3,3,1,3,0,6,0,1,4,2
47,366.52,7,6,4,3,0,6,0,1,4,2
48,252.43,7,1,1,3,0,6,0,1,4,2
49,472.2,6,2,2,3,0,6,0,1,4,2
50,163.82,5,3,3,3,0,6,0,1,4,2
51,267.97,5,3,2,3,0,6,0,1,4,2
52,156.91,5,1,0,3,0,6,0,1,4,2
53,357.59,5,2,0,3,0,6,0,1,4,2
54,144.15,6,0,0,3,0,6,0,1,4,2
55,243.96,7,3,2,3,0,6,0,1,4,2
56,302.27,6,1,0,3,0,6,0,1,4,2
57,249.03,5,0,0,3,0,6,0,1,4,2
58,244.53,4,1,1,3,0,6,0,1,4,2
59,202.15,6,2,1,3,0,6,0,1,4,2
60,344.88,6,6,3,3,0,6,0,1,4,2
61,155.14,5,1,1,3,0,6,0,1,4,2
62,266.06,5,2,2,3,0,6,0,1,4,2
63,89.3,2,4,3,3,0,6,0,1,4,2
64,337.55,5,2,2,3,0,6,0,1,4,2
65,34.76,2,0,0,3,0,6,0,1,4,2
66,135.7,3,1,1,3,0,6,0,1,4,2
67,218.76,5,0,0,3,0,6,0,1,4,2
68,48.18,3,0,0,3,0,6,0,1,4,2
69,146.21,5,2,1,3,0,6,0,1,4,2
70,420.51,8,0,0,3,0,6,0,1,4,2
71,200.04,4,3,0,3,0,6,0,1,4,2
72,152.39,5,1,1,3,0,6,0,1,4,2
73,257.89,5,6,4,3,0,6,0,1,4,2
74,119.91,9,2,1,3,0,6,0,1,4,2
75,176.15,16,4,4,3,0,6,0,1,4,2
76,135.17,15,3,2,3,0,6,0,1,4,2
77,326.09,22,8,8,3,0,6,0,1,4,2
78,126.5,11,0,0,3,0,6,0,1,4,2
79,256.1,14,1,1,3,0,6,0,1,4,2
80,223.63,16,2,2,3,0,6,0,1,4,2
81,294.68,19,2,2,3,0,6,0,1,4,2
82,232.49,17,3,2,3,0,6,0,1,4,2
83,147.81,16,3,3,3,0,6,0,1,4,2
84,127.57,6,1,1,3,0,6,0,1,4,2
85,244.6,6,2,0,3,0,6,0,1,4,2
86,212.81,6,2,0,3,0,6,0,1,4,2
87,111.65,3,2,0,3,0,6,0,1,4,2
88,102.76,2,0,0,3,0,6,0,1,4,2
89,302.59,5,0,0,3,0,6,0,1,4,2
90,202.42000000000002,6,0,0,3,0,6,0,1,4,2
91,140.19,4,0,0,3,0,6,0,1,4,2
92,70.81,2,2,0,3,0,6,0,1,4,2
93,9.29,1,0,0,3,0,6,0,1,4,2
94,239.82,4,0,0,3,0,6,0,1,4,2
95,81.55,3,0,0,3,0,6,0,1,4,2
96,101.76,3,0,0,3,0,6,0,1,4,2
97,275.39,4,0,0,3,0,6,0,1,4,2
98,70.73,2,0,0,3,0,6,0,1,4,2
99,34.88,2,0,0,3,0,6,0,1,4,2
100,193.32,5,1,0,3,0,6,0,1,4,2
101,342.75,2,19,13,3,0,6,0,1,4,2
102,43.730000000000004,1,0,0,3,0,6,0,1,4,2
33,6.83,1,0,0,2,0,9,0,2,1,3
34,88.0,2,0,0,2,0,9,0,2,1,3
35,2.5,1,0,0,2,0,9,0,2,1,3
37,114.83,1,0,0,2,0,9,0,2,1,3
39,17.68,2,0,0,2,0,9,0,2,1,3
40,19.87,1,0,0,2,0,9,0,2,1,3
41,133.05,3,0,0,2,0,9,0,2,1,3
42,12.68,1,0,0,2,0,9,0,2,1,3
43,126.99000000000001,1,0,0,2,0,9,0,2,1,3
44,32.63,1,0,0,2,0,9,0,2,1,3
45,27.310000000000002,1,0,0,2,0,9,0,2,1,3
46,38.59,1,0,0,2,0,9,0,2,1,3
47,26.25,1,0,0,2,0,9,0,2,1,3
48,211.81,2,0,0,2,0,9,0,2,1,3
49,21.990000000000002,1,0,0,2,0,9,0,2,1,3
50,53.94,1,0,0,2,0,9,0,2,1,3
51,91.4,2,0,0,2,0,9,0,2,1,3
52,204.25,2,0,0,2,0,9,0,2,1,3
53,35.79,1,0,0,2,0,9,0,2,1,3
54,164.74,2,0,0,2,0,9,0,2,1,3
55,134.78,1,2,1,2,0,9,0,2,1,3
57,66.73,3,0,0,2,0,9,0,2,1,3
58,6.37,1,0,0,2,0,9,0,2,1,3
59,78.11,3,0,0,2,0,9,0,2,1,3
60,84.41,1,0,0,2,0,9,0,2,1,3
62,143.61,2,0,0,2,0,9,0,2,1,3
63,69.54,2,0,0,2,0,9,0,2,1,3
64,116.36,1,0,0,2,0,9,0,2,1,3
65,18.53,1,0,0,2,0,9,0,2,1,3
66,121.18,1,0,0,2,0,9,0,2,1,3
67,17.21,1,0,0,2,0,9,0,2,1,3
68,90.06,2,0,0,2,0,9,0,2,1,3
69,75.61000000000001,3,1,1,2,0,9,0,2,1,3
70,48.34,1,0,0,2,0,9,0,2,1,3
71,4.84,1,0,0,2,0,9,0,2,1,3
72,115.35,2,0,0,2,0,9,0,2,1,3
73,95.43,1,1,0,2,0,9,0,2,1,3
74,33.37,1,0,0,2,0,9,0,2,1,3
75,92.99,1,1,1,2,0,9,0,2,1,3
77,55.21,2,0,0,2,0,9,0,2,1,3
78,157.62,3,0,0,2,0,9,0,2,1,3
80,140.93,2,0,0,2,0,9,0,2,1,3
81,28.57,1,0,0,2,0,9,0,2,1,3
82,83.9,3,0,0,2,0,9,0,2,1,3
83,68.95,3,0,0,2,0,9,0,2,1,3
84,94.3,1,0,0,2,0,9,0,2,1,3
85,75.82000000000001,2,0,0,2,0,9,0,2,1,3
86,151.13,2,0,0,2,0,9,0,2,1,3
87,74.78,2,1,0,2,0,9,0,2,1,3
88,118.14,3,1,0,2,0,9,0,2,1,3
89,130.96,2,0,0,2,0,9,0,2,1,3
90,12.86,1,0,0,2,0,9,0,2,1,3
91,183.16,2,2,0,2,0,9,0,2,1,3
92,33.14,2,0,0,2,0,9,0,2,1,3
93,85.53,4,0,0,2,0,9,0,2,1,3
94,58.36,2,0,0,2,0,9,0,2,1,3
95,151.23,2,0,0,2,0,9,0,2,1,3
96,125.65,5,1,1,2,0,9,0,2,1,3
97,111.49,3,0,0,2,0,9,0,2,1,3
98,52.65,2,0,0,2,0,9,0,2,1,3
100,134.03,3,0,0,2,0,9,0,2,1,3
101,34.32,2,0,0,2,0,9,0,2,1,3
33,25.13,1,0,0,3,2,6,4,3,0,3
34,113.14,3,0,0,3,2,6,4,3,0,3
35,49.99,2,0,0,3,2,6,4,3,0,3
36,45.75,2,0,0,3,2,6,4,3,0,3
37,13.92,2,0,0,3,2,6,4,3,0,3
38,103.64,2,0,0,3,2,6,4,3,0,3
39,44.37,1,0,0,3,2,6,4,3,0,3
41,15.62,2,0,0,3,2,6,4,3,0,3
42,80.4,2,0,0,3,2,6,4,3,0,3
43,8.52,1,0,0,3,2,6,4,3,0,3
44,40.47,1,0,0,3,2,6,4,3,0,3
45,27.46,1,0,0,3,2,6,4,3,0,3
46,59.35,1,0,0,3,2,6,4,3,0,3
47,182.16,3,0,0,3,2,6,4,3,0,3
48,66.96000000000001,1,0,0,3,2,6,4,3,0,3
49,61.47,1,0,0,3,2,6,4,3,0,3
50,65.18,2,0,0,3,2,6,4,3,0,3
51,153.46,3,0,0,3,2,6,4,3,0,3
52,87.41,4,0,0,3,2,6,4,3,0,3
53,68.39,1,0,0,3,2,6,4,3,0,3
54,71.39,3,0,0,3,2,6,4,3,0,3
55,144.98,1,0,0,3,2,6,4,3,0,3
56,85.33,1,0,0,3,2,6,4,3,0,3
57,69.4,3,2,0,3,2,6,4,3,0,3
58,31.990000000000002,1,0,0,3,2,6,4,3,0,3
59,75.84,3,0,0,3,2,6,4,3,0,3
60,54.36,2,0,0,3,2,6,4,3,0,3
61,97.15,1,0,0,3,2,6,4,3,0,3
62,49.9,2,0,0,3,2,6,4,3,0,3
63,13.01,1,0,0,3,2,6,4,3,0,3
64,90.27,4,0,0,3,2,6,4,3,0,3
65,1.0,1,0,0,3,2,6,4,3,0,3
67,25.8,1,0,0,3,2,6,4,3,0,3
68,68.33,1,0,0,3,2,6,4,3,0,3
70,57.800000000000004,2,0,0,3,2,6,4,3,0,3
73,113.81,2,0,0,3,2,6,4,3,0,3
75,45.35,1,0,0,3,2,6,4,3,0,3
76,47.18,1,1,0,3,2,6,4,3,0,3
77,91.43,4,3,1,3,2,6,4,3,0,3
78,130.82,1,0,0,3,2,6,4,3,0,3
79,154.87,1,0,0,3,2,6,4,3,0,3
81,124.58,2,0,0,3,2,6,4,3,0,3
83,29.92,1,0,0,3,2,6,4,3,0,3
84,113.8,2,0,0,3,2,6,4,3,0,3
85,75.11,3,0,0,3,2,6,4,3,0,3
86,92.98,2,0,0,3,2,6,4,3,0,3
87,70.13,1,0,0,3,2,6,4,3,0,3
90,74.6,1,0,0,3,2,6,4,3,0,3
91,48.45,1,0,0,3,2,6,4,3,0,3
92,71.95,1,0,0,3,2,6,4,3,0,3
93,8.05,1,0,0,3,2,6,4,3,0,3
94,34.67,2,0,0,3,2,6,4,3,0,3
95,84.55,3,0,0,3,2,6,4,3,0,3
96,10.97,1,0,0,3,2,6,4,3,0,3
97,108.96,2,0,0,3,2,6,4,3,0,3
98,44.22,1,0,0,3,2,6,4,3,0,3
99,69.37,1,0,0,3,2,6,4,3,0,3
101,62.24,2,0,0,3,2,6,4,3,0,3
102,9.42,1,0,0,3,2,6,4,3,0,3
33,35.36,2,0,0,3,2,8,0,2,1,3
35,4.99,1,0,0,3,2,8,0,2,1,3
36,60.730000000000004,2,0,0,3,2,8,0,2,1,3
38,41.54,1,0,0,3,2,8,0,2,1,3
41,6.37,1,0,0,3,2,8,0,2,1,3
42,36.870000000000005,3,0,0,3,2,8,0,2,1,3
43,77.83,4,0,0,3,2,8,0,2,1,3
44,40.83,3,0,0,3,2,8,0,2,1,3
45,32.339999999999996,3,0,0,3,2,8,0,2,1,3
46,137.81,6,0,0,3,2,8,0,2,1,3
47,59.11,3,0,0,3,2,8,0,2,1,3
48,8.29,2,0,0,3,2,8,0,2,1,3
49,21.990000000000002,4,0,0,3,2,8,0,2,1,3
50,55.63,6,0,0,3,2,8,0,2,1,3
51,26.26,2,0,0,3,2,8,0,2,1,3
52,34.17,4,0,0,3,2,8,0,2,1,3
53,125.21,3,3,2,3,2,8,0,2,1,3
